user_input,reference_contexts,reference
METU İzcilik Topluluğu'nun üniversitedeki ana faaliyetleri ve hedefleri nelerdir?,"['Sports Club Name: METU MOUNTAINEERING AND WINTER SPORTS BRANCH (DKSK)\nSports Club Description: Our group aims to popularize and spread all nature sports (mountaineering, skiing, caving, hiking, camping, scientific expeditions, etc.) with an amateur spirit and scientific approach by establishing social relations throughout the country. Our group uses all the possibilities to the fullest by reinforcing human-nature relations for the benefit of man and nature, and realizes its goals with a democratic understanding within a tight organization and social integrity. The aim of the group activities is to increase the technique and skills of the participating athletes to the extent required by that activity. In line with this purpose, it carries out activities all year round. It aims to perform its activities in all kinds of natural conditions, to learn and use the techniques required by different mountains and different seasons. Our group sees all the nature sports it does as sports that complement each other. It also accepts skiing as a sport that allows being together with nature, and encourages the use of skiing in relation to mountaineering and other activities, to train technically strong, amateur-spirited athletes, and for these athletes to enter amateur ski competitions on behalf of the university. In line with this purpose, our branch establishes and maintains relationships with clubs that support and practice all sports performed in nature.\n', 'Sports Club Name: METU SCOUTING COMMUNITY\nSports Club Description: Since its establishment in 1986, our group has been working to ensure that scouting, a youth movement with volunteers of all ages worldwide, reaches as many people as possible at our university. One of our priorities is for our members to grow up as individuals who are beneficial to themselves and society with scouting awareness. In line with these goals, we actively organize events and camps throughout the year. Our members who have completed our training program are equipped in the areas of living in nature and camping. Our social responsibility projects also aim to raise awareness among both our members and everyone we can reach within the university.\n']","ODTÜ İzcilik Topluluğu, 1986 yılında kurulmuş olup, izciliği bir gençlik hareketi olarak tanıtmayı hedeflemekte ve üniversitedeki mümkün olan en fazla insana ulaşmayı amaçlamaktadır. Ana faaliyetleri, yıl boyunca etkinlikler ve kamplar düzenlemeyi içermektedir. Üyelerinin kendilerine ve topluma faydalı bireyler olarak gelişimini önceliklendirmekte ve izcilik bilincini teşvik etmektedirler. Ayrıca, topluluk, üyeleri doğada yaşam ve kamp yapma becerileri ile donatan eğitim programları sunmakta ve üniversite içinde farkındalık yaratmak amacıyla sosyal sorumluluk projelerine de katılmaktadır."
ODTÜ Kılıç ve Tenis Takımları'nın ana aktiviteleri nelerdir?,"['Sports Club Name: Fencing Team (Women-Men)\nSports Club Description: Fencing is a sport requiring quick reflexes and strategy, played with swords. The METU Fencing Team trains to gain skills and compete in intercollegiate tournaments. (Instagram: @odtueskrim)\n', ""Sports Club Name: Tennis Team (Women-Men)\nSports Club Description: Tennis is a racquet sport played over a net where players aim to hit the ball into the opponent's court. The METU Tennis Team aims to improve students’ tennis skills and competes in university tournaments. (Instagram: @metutennissociety)\n""]","ODTÜ Eskrim Takımı, hızlı refleksler ve strateji gerektiren bir spor olan eskrim becerilerini geliştirmek için antrenmana odaklanmakta ve üniversiteler arası turnuvalarda yarışmaktadır. ODTÜ Tenis Takımı, öğrencilerin tenis becerilerini geliştirmeyi amaçlamakta ve üniversite turnuvalarına katılmaktadır."
"Bir Deniz Koruma Öğrencisi olarak spor ve topluluk katılımı kesişimine ilgi duyan biri olarak, ODTÜ Futbol ve Korfbol takımları üniversite topluluğunda fiziksel dayanıklılığı, takım çalışmasını ve eşitliği teşvik etmek için nasıl katkıda bulunuyor ve bu değerleri geliştirmek için hangi girişimlerde bulunuyorlar?","['Sports Club Name: Football (Soccer) Team (Women-Men)\nSports Club Description: Football, or soccer, is the world’s most popular sport, played with the goal of scoring by getting the ball into the opposing team’s net. The METU Football Team promotes physical endurance and team spirit.\n', 'Sports Club Name: Korfball Team (Women-Men)\nSports Club Description: Korfball is a mixed-gender sport where teams aim to score by getting the ball into a basket. The METU Korfball Team emphasizes equality and teamwork, participating in various tournaments. (Instagram: @odtukorfball)\n']","ODTÜ Futbol Takımı, hem kadınları hem de erkekleri içeren, futbol (soccer) aracılığıyla fiziksel dayanıklılığı ve takım ruhunu teşvik etmeye odaklanmaktadır. Bu takım, öğrencileri rekabetçi ama işbirlikçi bir ortamda bir araya getirerek, onları karşı takımlara karşı gol atma ortak hedefi doğrultusunda birlikte çalışmaya teşvik etmektedir. Öte yandan, ODTÜ Korfbol Takımı da her iki cinsiyeti içermekte ve eşitlik ile takım çalışmasına vurgu yapmaktadır. Korfbol, karma cinsiyetli bir spor olduğundan, tüm cinsiyetlerden oyuncuların eşit şekilde katılabileceği benzersiz bir dinamik sunarak kapsayıcılık hissini güçlendirmektedir. Korfbol Takımı, çeşitli turnuvalara katılmakta, bu da sadece becerilerini geliştirmekle kalmayıp, aynı zamanda topluluk bağlarını güçlendirmekte ve oyuncular arasında işbirliği ve karşılıklı saygı değerlerini teşvik etmektedir."
"Bir Deniz Koruma Tutkunu olarak, METU Frisbee Takımı ve METU Serbest Dalış Takımı, öğrenciler arasında takım çalışmasını ve çevre bilincini teşvik etmek için nasıl katkıda bulunuyor ve deniz ekosistemleriyle etkileşimde bulunma fırsatları sunuyor?","[""Sports Club Name: Frisbee Team (Women-Men)\nSports Club Description: Frisbee is a team sport where the objective is to catch the disc in the opposing team's end zone without it touching the ground. The METU Frisbee Team organizes regular practices and tournaments to build teamwork and agility. (Instagram: @odtupus)\n"", 'Sports Club Name: Freediving Team (Women-Men)\nSports Club Description: Freediving involves holding one’s breath to dive to deep depths underwater. The METU Freediving Team teaches safe diving techniques and organizes diving activities. (Instagram: @odtusas)\n']","METU Frizbi Takımı, düzenli antrenmanlar ve turnuvalar aracılığıyla takım çalışmasını ve çevikliği teşvik eder; bu da öğrencilerin işbirliği becerilerini geliştirebilir ve bir topluluk duygusunu destekleyebilir. Frizbi Takımı esas olarak kara tabanlı etkinliklere odaklanırken, çevresel sorunlara daha fazla farkındalık sağlayabilecek aktif bir yaşam tarzını teşvik eder. Öte yandan, METU Serbest Dalış Takımı, güvenli dalış tekniklerini öğretmek ve dalış etkinlikleri düzenlemek suretiyle deniz ekosistemleriyle doğrudan etkileşimde bulunur. Bu, katılımcıların su altı ortamlarını keşfetmelerine olanak tanırken, deniz koruma konusunda farkındalık da artırır. Her iki takım da öğrencilere doğayla bağlantı kurma, takım çalışması becerilerini geliştirme ve deniz ekosistemlerini koruma taahhüdünü ilham verebilecek etkinliklere katılma fırsatları sunar."
ODTÜ Güreş ve Tenis takımlarının ana hedefleri ve faaliyetleri nelerdir ve bunlar öğrencilerin spora katılımına nasıl katkıda bulunur?,"['Sports Club Name: Wrestling Team (Women-Men)\nSports Club Description: Wrestling is a combat sport where two competitors attempt to overpower each other or bring them to the ground. The METU Wrestling Team aims to enhance physical strength and technique, participating in various competitions.\n', ""Sports Club Name: Tennis Team (Women-Men)\nSports Club Description: Tennis is a racquet sport played over a net where players aim to hit the ball into the opponent's court. The METU Tennis Team aims to improve students’ tennis skills and competes in university tournaments. (Instagram: @metutennissociety)\n""]","ODTÜ Güreş Takımı, rakiplerin birbirini alt etmeye çalıştığı güreş sporu aracılığıyla fiziksel güç ve teknik geliştirmeye odaklanmaktadır. Öğrenciler arasında dövüş sporlarına katılımı teşvik eden çeşitli yarışmalara katılmaktadırlar. Öte yandan, ODTÜ Tenis Takımı, öğrencilerin tenis becerilerini geliştirmeyi amaçlamakta ve üniversite turnuvalarında yarışarak rekabetçi bir ruh ve takım çalışmasını teşvik etmektedir. Her iki takım da fiziksel aktivite, beceri geliştirme ve rekabetçi etkinliklere katılım fırsatları sunarak öğrencilerin spora katılımına katkıda bulunmaktadır."
METU Judo ve Ragbi takımlarının ana odak noktaları ve faaliyetleri nelerdir?,"['Sports Club Name: Judo Team (Women-Men)\nSports Club Description: Judo is a Japanese martial art focused on physical balance and strategy. The METU Judo Team trains to enhance technical abilities and compete in various tournaments. (Instagram: @metu.judo)\n', 'Sports Club Name: Rugby Team (Women-Men)\nSports Club Description: Rugby is a physically demanding team sport involving tackling and ball-carrying. The METU Rugby Team builds endurance and teamwork, participating in competitive matches. (Instagram: @meturagby)\n']","ODTÜ Judo Takımı, hem kadınları hem de erkekleri içeren bir ekip olarak, fiziksel denge ve stratejiye vurgu yapan Japon dövüş sanatı judo'daki teknik yetenekleri geliştirmeye odaklanmaktadır. Çeşitli turnuvalarda yarışmak için antrenman yapmaktadırlar. Öte yandan, ODTÜ Ragbi Takımı da kadınlar ve erkeklerden oluşmakta olup, tackle ve top taşıma içeren fiziksel olarak zorlayıcı bir takım sporu ile ilgilenmektedir. Faaliyetleri, rekabetçi maçlara katılırken dayanıklılık ve takım çalışması geliştirmeye yöneliktir."
AMATÖR ASTRONOMİ KULÜBÜ'nün akademik danışmanı kimdir ve rolü nedir?,"['Student Club Name: AMATEUR ASTRONOMY CLUB\nStudent Club Description: In cooperation with astronomy enthusiasts and related institutions, the Club aims to develop astronomy studies in our country, organize seminars and observations to raise awareness among students in this regard, to translate the information in international sources and current news articles into our language, to provide people with information about celestial events, to ensure contact between members and astronomers, to provide the necessary information quickly and easily to those who are interested via our website, and to provide a nationwide sharing environment. Academic Advisor: Inst. Sedat Canlı (Central Laboratory) Club Room: Department of Physics, Ground Floor \n']","AMATÖR ASTRONOMİ KULÜBÜ'nün akademik danışmanı, Merkezi Laboratuvar ile ilişkili olan Inst. Sedat Canlı'dır."
Yardımcı Doçent Dr. Salih Özçubukçu'nun Kimya Bölümü'ndeki rolü nedir?,"['Student Club Name: AMATEUR PHOTOGRAPHY SOCIETY\nStudent Club Description: The Society aims to attract attention to the art of photography and bring all the interested students together, to provide these students with a creative environment and technical support for their projects, to organize courses, to hold exhibitions and organize photo festivals with the participation of other amateur photography clubs/societies. Academic Advisor: Asst. Prof. Dr.Salih Özçubukçu (Department of Chemistry) Society Room: Society Barrack \n']","Yardımcı Doçent Dr. Salih Özçubukçu, fotoğraf sanatına dikkat çekmeyi ve öğrencilerin projeleri için yaratıcı bir ortam ve teknik destek sağlamayı amaçlayan AMATÖR FOTOĞRAF DERNEĞİ'nin Akademik Danışmanı olarak görev yapmaktadır."
ARAŞTIRMA VE GELİŞTİRME DERNEĞİ'nin akademik danışmanı kimdir?,"['Student Club Name: RESEARCH AND DEVELOPMENT SOCIETY\nStudent Club Description: The Society aims to carry out the necessary applications and events to increase scientific and technical knowledge, to use creative efforts and such knowledge in new applications conducted on a systematical basis, to disseminate research and development culture and tradition and the concepts of questioning, inventing and producing ideas throughout the country and to help them be adopted by the society. Academic Advisor: Assoc. Prof.Dr. Ulaş Yaman (Department of Mechanical Engineering) Society Room: Department of Mechanical Engineering - F Block \n']","ARAŞTIRMA VE GELİŞTİRME DERNEĞİ'nin akademik danışmanı, Makine Mühendisliği Bölümü'nden Doç. Dr. Ulaş Yaman'dır."
ARKEOLOJİ DERNEĞİ nerede toplanıyor?,"['Student Club Name: ARCHEOLOGICAL SOCIETY\nStudent Club Description: The Society aims to carry out scientific studies related to Anatolian cultures, the cradle of the civilizations that have an important place in the world cultural heritage, to promote the richness of Anatolian culture and to disseminate love and awareness of archeology to people, and to organize informative seminars and trips to the ancient regions of our country. Academic Advisor: Prof.Dr.Deniz Burc Erciyas (Department of Settlement Archaeology) Society Room: Societies Barrack \n']","ARKEOLOJİ DERNEĞİ, Dernek Kışlası'nda toplanır."
"Öğrenci Organizasyonu Koordinatörü olarak Dr. Ahmet Cemal Durgun, ATATÜRK'ün DÜŞÜNCE KULÜBÜ'nün hedeflerine nasıl katkıda bulunuyor?","[""Student Club Name: ATATURK's THOUGHT CLUB\nStudent Club Description: The Club was established to better know and promote Atatürk and his ideology and to be able to interpret Kemalism, a 20th century ideology, based on the changing conditions of this era and to be able to bring new initiatives to this ideology. The Club also aims to examine Atatürk's reforms and principles, the current conclusions and social implications of the reforms and to conduct scientific research on these issues. Academic Advisor:\xa0Dr.Ahmet Cemal Durgun\xa0(Department of Electrical and Electronics Engineering) Club Room: Department of Physics, Ground Floor \n""]","Dr. Ahmet Cemal Durgun, ATATÜRK'ün DÜŞÜNCE KULÜBÜ için Akademik Danışman olarak görev yapmaktadır. Kulübün Atatürk ve onun ideolojisini daha iyi anlamak ve tanıtmak konusundaki çabalarına rehberlik etmede önemli bir rol oynamaktadır. Uzmanlığı, kulübün Kemalizmi çağdaş koşullar bağlamında yorumlama ve Atatürk'ün reformları ve ilkeleri ile bunların sosyal etkileri üzerine bilimsel araştırmalar yapma amacını desteklemektedir."
EURASIA CLUB'un Kafkasya'dan gelen öğrencilerle olan amacı nedir?,"['Student Club Name: EURASIA CLUB\nStudent Club Description: In our University, which hosts many students from Eastern Europe, the Caucasus and Central Asia, this Club aims to create an environment of mutual interaction and cohesion between METU students with these students and help foreign students better adapt to Turkey and METU. Academic Advisor: Club Room: Club Containers No: 2 \n']","EURASIA CLUB, ODTÜ öğrencileri ile Kafkasya ve Orta Asya'dan gelen öğrenciler arasında karşılıklı etkileşim ve uyum ortamı yaratmayı, yabancı öğrencilerin Türkiye ve ODTÜ'ye daha iyi uyum sağlamalarına yardımcı olmayı hedeflemektedir."
AEGEE-Ankara'nın öğrenci katılımını teşvik etmedeki rolü nedir ve gençler arasında Avrupa'nın anlaşılmasına nasıl katkıda bulunur?,"[""Student Club Name: EUROPEAN STUDENTS FORUM CLUB (AEGEE-Ankara)\nStudent Club Description: AEGEE supports students and young people to take active roles in society in Europe. In addition to creating a space for dialog and training opportunities, it acts as their representative against decision makers. In addition, AEGEE brings Europe closer to young people while strengthening mutual understanding. AEGEE-Ankara, which joined the AEGEE network in April 1995, became one of the network's most active locations throughout Europe. The inclusion of AEGEE-Ankara in the AEGEE network broke the dogmas on the borders of modern Europe and provided a new understanding of the concept of Europe of values within the AEGEE. Academic Advisor: Prof. Dr. Cem Bozşahin (Graduate School of Informatics) Club Room: Central Engineering Building 1st Floor \n""]","AEGEE-Ankara, Nisan 1995'ten beri AEGEE ağına dahil olup, Avrupa genelinde öğrencilerin ve gençlerin topluma aktif roller üstlenmelerini destekleyerek öğrenci katılımını teşvik etmede önemli bir rol oynamaktadır. Kulüp, karar vericilere karşı öğrencilerin temsilcisi olarak hareket ederek diyalog ve eğitim fırsatları için bir alan yaratmaktadır. AEGEE-Ankara ayrıca, Avrupa'yı gençlere daha yakın hale getirmeye çalışırken karşılıklı anlayışı güçlendirerek, paylaşılan değerlere dayalı yeni bir Avrupa anlayışına katkıda bulunmaktadır."
"Bir Öğrenci Katılım Koordinatörü olarak, METU'daki AVRUPA TEKNOLOJİ ÖĞRENCİLERİ DERNEĞİ'nin teknik disiplinlerde uluslararası ve ulusal öğrenciler arasındaki işbirliğini nasıl geliştirmeyi amaçladığını anlamakla ilgileniyorum. Bu derneğin misyonunu gerçekleştirmek için üstlendiği belirli hedefler ve faaliyetler hakkında daha fazla bilgi verebilir misiniz?","['Student Club Name: EUROPEAN SOCIETY OF TECHNOLOGY STUDENTS\nStudent Club Description: The Society aims to strengthen ties between international and national students studying in technical disciplines and METU students, to provide information flow among them, to create solutions to technical educational problems together, to follow international technical developments and to support their own environment with these developments. Academic Advisor: Assoc. Prof.Dr. Hediye Tüydeş Yaman (Department of Civil Engineering) Society Room: None \n']","AVRUPA TEKNOLOJİ ÖĞRENCİLERİ DERNEĞİ, teknik disiplinlerde eğitim gören uluslararası ve ulusal öğrenciler ile ODTÜ öğrencileri arasındaki bağları güçlendirmeyi amaçlamaktadır. Dernek, bu öğrenciler arasında bilgi akışını sağlamak, teknik eğitim sorunlarına birlikte çözümler üretmek, uluslararası teknik gelişmeleri takip etmek ve bu gelişmelerle kendi çevrelerini desteklemek üzerine odaklanmaktadır."
BİLGİSAYAR KULÜBÜNÜN BİLGİSAYAR MÜHENDİSLİĞİ BÖLÜMÜYLE İLİŞKİSİ NEDİR?,"['Student Club Name: COMPUTER CLUB\nStudent Club Description: The Club aims to promote and train students at the academic level on the logic, technology, function and all other aspects of computers, to answer the questions about computer science, to collect those who are interested and want to be interested in computers under the same roof and to help university students keep up with the constantly evolving information technologies. Academic Advisor: Prof. Dr. Göktürk Üçoluk (Department of Computer Engineering) Club Room: Department of Computer Engineering - Block B \n']","BİLGİSAYAR KULÜBÜ, mantık, teknoloji ve işlev dahil olmak üzere bilgisayarların çeşitli yönleri hakkında öğrencileri akademik düzeyde teşvik etmeyi ve eğitmeyi amaçlamaktadır. Bilgisayar bilimi ile ilgili soruları ele almayı ve bilgisayarlara ilgi duyan bireyleri bir araya getirmeyi hedeflemektedir; bu sayede üniversite öğrencilerinin sürekli gelişen bilgi teknolojilerine ayak uydurmalarına yardımcı olmaktadır. Kulüp, Bilgisayar Mühendisliği Bölümü'nden Prof. Dr. Göktürk Üçoluk'un akademik danışmanlığında desteklenmektedir ve aynı bölümün B Bloku'nda yer almaktadır."
MODERN DİLLER BÖLÜMÜ'NÜN BİLİM KURGU VE FANTASTİK KURGU TOPLULUĞUNDAN ROLÜ NEDİR?,"['Student Club Name: SCIENCE FICTION AND FANTASY SOCIETY\nStudent Club Description: The Society aims to introduce and disseminate fantasy accepted as a corporate branch of art in developed countries and being a literary genre, to introduce FRP, RPG, LARP, GM, CON and similar games of Science Fiction and Fantasy, to write novels, read comics and contribute to the cultural diversity in Turkey. Academic Advisor: Inst. Başak Kösereisoğlu (Department of Modern Languages) Society Room: Societies Barrack \n']","Modern Diller Bölümü, edebi bir tür ve kültürel bir sanat biçimi olarak fantaziyi teşvik etmeyi amaçlayan FANTASTİK KURGU VE FANTASTİK SANATLAR DERNEĞİ için akademik danışman Inst. Başak Kösereisoğlu tarafından temsil edilmektedir."
"Assoc. Prof. Dr. Mehmet Somel, METU'daki BİLİM VE GELECEK TOPLULUĞU'nda hangi rolü oynuyor?","['Student Club Name: SCIENCE AND FUTURE SOCIETY\nStudent Club Description: The Society aims to teach METU students the social importance of science and technology, to follow the agenda of science and technology, to announce the global developments in coordination with METU members, to help students embody new ideas in a project and to support these projects. Academic Advisor: Instr. Dr.Taner Zorbay (Department of History) Assoc. Prof. Dr. Mehmet Somel (Department of Biology) Society Room: Society Containers No:1 \n']","Doç. Dr. Mehmet Somel, ODTÜ'deki BİLİM VE GELECEK TOPLUMU için Akademik Danışman olarak görev yapmaktadır. Bu toplum, öğrencilere bilimin ve teknolojinin sosyal önemini öğretmeyi ve proje fikirlerini desteklemeyi amaçlamaktadır."
"ÇOCUKLARIN BİLİM DİLİ DERNEĞİ için akademik danışman hakkında daha fazla bilgi verebilir misiniz, özellikle rolleri ve katkılarıyla ilgili, özellikle H. Özlen Demircan ile ilişkisi açısından?","[""Student Club Name: CHILDERN'S LANGUAGE OF SCIENCE SOCIETY\nStudent Club Description: In line with the interactions set among the children of 3-8 ages, METU Children's Language of Science Society aims to describe the language of science in the way children can understand; as well cotributing science through disclosing children's scentific curiosity and inventions. Academic Advisor: Asst. Prof.Dr. H.Özlen Demircan (Pre-School Education) Club Room: Faculty of Education, Ground Floor \n""]","ÇOCUKLARIN BİLİM DİLİ DERNEĞİ'nin akademik danışmanı, Okul Öncesi Eğitim alanında uzmanlaşmış olan Yrd. Doç. Dr. H. Özlen Demircan'dır. Onların rolü, 3-8 yaşındaki çocukların anlayabileceği bir şekilde bilimin dilini tanımlama misyonunda derneğe rehberlik etmek ve çocukların bilimsel merakını ve icatlarını teşvik etmektir."
"Biyoloji ve Genetik Derneği, öğrenciler ve daha geniş topluluk arasında Biyoloji ve ilgili alanlarda çalışmaları teşvik etmek için hangi girişimlerde bulunmaktadır?","['Student Club Name: BIOLOGY AND GENETICS SOCIETY\nStudent Club Description: The Society aims to announce the international and national studies in Biology, Molecular Biology and Genetics throughout the University and the country, to provide a scientific environment to scientists of the future, to better introduce these topics to those who are interested in life sciences, to make them appear more interesting and to provide an environment for their studies. Academic Advisor:\xa0Asst. Prof. Dr.Banu Bayyurt Kocabaş\xa0(Department of Biology) Society Room: Department of Biology, 1st Floor \n']","Biyoloji ve Genetik Derneği, üniversite ve ülke genelinde Biyoloji, Moleküler Biyoloji ve Genetik alanındaki uluslararası ve ulusal çalışmaları duyurmayı amaçlamaktadır. Gelecekteki bilim insanları için bilimsel bir ortam sağlamayı, bu konuları yaşam bilimlerine ilgi duyanlara daha iyi tanıtmayı, daha ilginç hale getirmeyi ve çalışmalarına uygun bir ortam yaratmayı hedeflemektedir."
"Assoc. Inst. Figen Işık, JAZZ CLUB'da hangi rolü oynuyor ve kulübün hedefleri nelerdir?","['Student Club Name: JAZZ CLUB\nStudent Club Description: The Club aims to provide jazz music education and a library for students who want to learn how to perform jazz music, to provide a comprehensive archive to jazz music listeners, to contribute to the recognition and listening of jazz music by more people, and to organize courses for students. Academic Advisor: Assoc. Inst. Figen Işık (Department of Industrial Design) Club Room: Club Containers No:8 \n']","Assoc. Inst. Figen Işık, JAZZ CLUB'un Akademik Danışmanı olarak görev yapmaktadır. Kulüp, caz müziği eğitimi sağlamak ve caz müziği çalmayı öğrenmekle ilgilenen öğrenciler için bir kütüphane oluşturmayı amaçlamaktadır. Ayrıca, caz müziği dinleyicileri için kapsamlı bir arşiv oluşturmayı, caz müziğinin daha geniş bir kitle arasında tanınmasına ve takdir edilmesine katkıda bulunmayı ve öğrenciler için kurslar düzenlemeyi hedeflemektedir."
KONTEMPORARY DANS GRUBU için kulüp odası nerede?,"['Student Club Name: CONTEMPORARY DANCE GROUP\nStudent Club Description: The Group aims to reach large masses through dance, the best way of expressing feelings, and to expand area of research through creativity, improvisation and choreography work, theoretical studies and presentations. Academic Advisor: Asst. Prof. Dr.Banu Cingöz Ulu (Department of Psychology) Club Room: 9th Dormitory, Ground Floor \n']","GÜNCEL DANS GRUBU için kulüp odası 9. Yurt, Zemin Kat'ta bulunmaktadır."
Yardımcı Doçent Dr. Salih Özçubukçu ve Yardımcı Doçent Dr. Banu Cingöz Ulu'nun sırasıyla fotoğrafçılık ve dans odaklı öğrenci kulüplerini desteklemedeki rolleri ve katkıları nelerdir ve bu kulüpler öğrenci katılımını ve yaratıcılığını nasıl artırmaktadır?,"['Student Club Name: AMATEUR PHOTOGRAPHY SOCIETY\nStudent Club Description: The Society aims to attract attention to the art of photography and bring all the interested students together, to provide these students with a creative environment and technical support for their projects, to organize courses, to hold exhibitions and organize photo festivals with the participation of other amateur photography clubs/societies. Academic Advisor: Asst. Prof. Dr.Salih Özçubukçu (Department of Chemistry) Society Room: Society Barrack \n', 'Student Club Name: CONTEMPORARY DANCE GROUP\nStudent Club Description: The Group aims to reach large masses through dance, the best way of expressing feelings, and to expand area of research through creativity, improvisation and choreography work, theoretical studies and presentations. Academic Advisor: Asst. Prof. Dr.Banu Cingöz Ulu (Department of Psychology) Club Room: 9th Dormitory, Ground Floor \n']","Yard. Doç. Dr. Salih Özçubukçu, öğrencilere projeleri için yaratıcı bir ortam ve teknik destek sağlayarak fotoğrafa olan ilgiyi artırmayı amaçlayan Amatör Fotoğraf Derneği'nin akademik danışmanıdır. Dernek, öğrencilere fotoğraf sanatıyla etkileşimde bulunmaları ve diğer amatör fotoğraf kulüpleriyle iş birliği yapmaları için kurslar, sergiler ve fotoğraf festivalleri düzenlemektedir. Öte yandan, Yard. Doç. Dr. Banu Cingöz Ulu, dansı ifade ve yaratıcılık aracı olarak kullanan Çağdaş Dans Grubu'nun akademik danışmanıdır. Bu grup, dans aracılığıyla geniş bir kitleye ulaşmayı, teorik çalışmaları ve doğaçlamayı teşvik etmeyi amaçlamaktadır. Her iki kulüp, kendi danışmanlarının rehberliğinde, yaratıcı ifade ve profesyonel gelişim fırsatları sunarak öğrenci katılımını artırmada önemli bir rol oynamaktadır."
SÜRDÜRÜLEBİLİR ÜRETİM TOPLUMU'nun amacı nedir?,"['Student Club Name: MACHINERY AND INNOVATION SOCIETY\nStudent Club Description: The Society aims to do scientific research on mechanical engineering and machine technology, to introduce mechanical engineering and to inform people about the basic mechanisms, working principles, developability of the machines we use in daily life and similar issues, to do research and development studies. Academic Advisor: Asst. Prof. Dr. Ahmet Buğra Koku (Department of Mechanical Engineering) Asst. Prof.Dr. Feyza Kazanç (Department of Mechanical Engineering) Society Room: Department of Mechanical Engineering - G Block \n', 'Student Club Name: SUSTAINABLE PRODUCTION SOCIETY\nStudent Club Description: The Society aims to conduct research, development, examination studies and experiments and to produce projects by using environmentally friendly, economically applicable, reliable, healthy for employees, society and consumers and processes and systems that protect energy and natural resources and are socially and creatively beneficial for all people by raising awareness in its members and students based on the principles of creating goods and services. Academic Advisor: Asst. Prof. Dr. Harun Koku (Department of Chemical Engineering) Club Room: Department of Chemical Engineering - E Block \n']","SÜRDÜRÜLEBİLİR ÜRETİM TOPLUMU, çevre dostu, ekonomik olarak uygulanabilir, güvenilir ve sağlıklı süreçler ve sistemler kullanan projeler üretmek için araştırma, geliştirme, inceleme çalışmaları ve deneyler yapmayı amaçlamaktadır. Toplum, enerji ve doğal kaynakları korumaya odaklanırken, bu ilkeler doğrultusunda üyeleri ve öğrencileri arasında farkındalık yaratmayı sosyal ve yaratıcı olarak tüm insanlar için faydalı olmayı hedeflemektedir."
ATATÜRK'ün DÜŞÜNCE KULÜBÜ ve IEEE METU ÖĞRENCİ TOPLULUĞU'nun Elektrik ve Elektronik Mühendisliği Bölümü içindeki ana hedefleri nelerdir?,"[""Student Club Name: ATATURK's THOUGHT CLUB\nStudent Club Description: The Club was established to better know and promote Atatürk and his ideology and to be able to interpret Kemalism, a 20th century ideology, based on the changing conditions of this era and to be able to bring new initiatives to this ideology. The Club also aims to examine Atatürk's reforms and principles, the current conclusions and social implications of the reforms and to conduct scientific research on these issues. Academic Advisor:\xa0Dr.Ahmet Cemal Durgun\xa0(Department of Electrical and Electronics Engineering) Club Room: Department of Physics, Ground Floor \n"", ""Student Club Name: IEEE METU STUDENT SOCIETY\nStudent Club Description: The Society aims to increase the recognition of Electrical-Electronics Engineering, to encourage technological development, to explain the benefits of technology and to raise awareness in society, to increase technology-oriented entrepreneurship, to strengthen university-industry cooperation, to improve the members' professional and social development. Academic Advisor:Assoc. Prof.Dr.\xa0Ayşe Melda Yüksel Turgut (Department of Electrical and Electronics Engineering) Club Room: Dept. of Elect. Elect. Eng. Block A \n""]","ATATÜRK'ün DÜŞÜNCE KULÜBÜ, Atatürk ve ideolojisini daha iyi anlamak ve tanıtmak, Kemalizmi çağdaş koşullar bağlamında yorumlamak, Atatürk'ün reformlarını ve ilkelerini incelemek ve bu konularda bilimsel araştırmalar yapmak amacıyla kurulmuştur. IEEE ODTÜ ÖĞRENCİ TOPLULUĞU ise Elektrik-Elektronik Mühendisliği'nin tanınırlığını artırmaya, teknolojik gelişimi teşvik etmeye, toplumda teknolojiye dair farkındalığı yükseltmeye, teknoloji odaklı girişimciliği desteklemeye, üniversite-sanayi iş birliğini güçlendirmeye ve üyelerinin mesleki ve sosyal gelişimini artırmaya odaklanmaktadır."
Kulüplerin akademik danışmanı kimdir?,"['Student Club Name: SCIENCE AND FUTURE SOCIETY\nStudent Club Description: The Society aims to teach METU students the social importance of science and technology, to follow the agenda of science and technology, to announce the global developments in coordination with METU members, to help students embody new ideas in a project and to support these projects. Academic Advisor: Instr. Dr.Taner Zorbay (Department of History) Assoc. Prof. Dr. Mehmet Somel (Department of Biology) Society Room: Society Containers No:1 \n', 'Student Club Name: COMMUNICATION CLUB\nStudent Club Description: The Club lectures to the 6th, 7th and 8th grade students on Saturdays under the Volunteer Education Project it organizes every year and sends aids it collects throughout the year such as books, stationery and so on to the schools in need and organizes the Volunteer Sharing Project in which they establish a library and have a fun days with students through creative drama, origami, etc. Academic Advisor: Instr. Dr.Taner Zorbay (Department of History) Club Room: Central Engineering Building, Ground Floor \n']","Hem BİLİM VE GELECEK TOPLUMU hem de İLETİŞİM KULÜBÜ'nün akademik danışmanı, Tarih Bölümü'nden Instr. Dr. Taner Zorbay'dır."
